"feature_id","gene_symbol","R2_1","R2_2","R2_3","R2_4","R2_5","ZT8_1","ZT8_2","ZT8_3","ZT8_4","ZT8_5"
"157795","-",265.443576154163,2.7603262002028,0,4.77987692761386,0,135.303583356782,143.93776128858,2.41495241122031,0,0
"534198","-",126.330087234842,0,0,0,0,39.3610424310639,57.031943152079,2.41495241122031,0,0
"457865","-",86.4759525714694,0,0,0,0,29.520781823298,36.2107575568755,2.41495241122031,0,0
"281697","LOC103691697",0,0,28.3604782293647,30.2725538748878,16.7862821287513,0,4.52634469460944,9.05607154207615,28.2949929274659,75.898684321493
"359327","-",18.0471553192632,30.3635882022308,0,0,0,27.0607166713565,16.294840900594,16.3009287757371,0,0
"535807","-",52.6375363478509,2.7603262002028,0,0,0,15.9904234876197,14.4843030227502,5.43364292524569,0,0
"112224","Mx2",115.050615160303,63.4875026046643,0,0,0,0,2.71580681676567,10.8672858504914,3.42969611242011,61.3886417306193
"96935","Cd300e",158.664573848522,7.36086986720746,0,15.9329230920462,2.79771368812521,93.4824757737769,48.884522701782,9.65980964488122,7.71681625294524,0
"315919","Zfp523",25.5668033689562,58.8869589376597,3.40325738752377,0,0,0,2.71580681676567,10.2635477476863,36.0118091804111,29.0200851817473
"85211","Cyfip2",43.6139586882193,0,0,0,7.46056983500056,9.84026060776599,31.6844128622661,39.24297668233,0,0
"373273","-",20.3030497341711,45.0853279366457,4.53767651669836,0,0,0,0,7.24485723366092,42.8712014052513,30.1362423041222
"133139","LOC102547127",112.042755940426,30.3635882022308,6.80651477504754,4.77987692761386,6.52799860562549,134.073550780812,78.7583976862043,21.7345717009828,4.28712014052513,4.46462848949959
"186870","-",9.77554246460089,24.8429358018252,0,0,0,0,0,6.64111913085584,30.867265011781,18.9746710803732
"317873","-",29.3266273938027,4.60054366700466,0,0,3.73028491750028,15.9904234876197,24.442261350891,3.01869051402538,2.57227208431508,0
"546917","-",29.3266273938027,0,0,0,2.79771368812521,23.3706189434442,24.442261350891,5.43364292524569,2.57227208431508,0
"318931","Macroh2a2",15.7912609043553,23.0027183350233,0,0,7.46056983500056,0,6.33688257245322,10.2635477476863,36.0118091804111,34.6008707936218
"442563","-",12.7834016844781,9.20108733400932,0,0,0,0,0,3.62242861683046,14.5762084777855,16.7423568356235
"486370","LOC690617",21.0550145391404,17.4820659346177,0,0,16.7862821287513,24.600651519415,18.1053787784378,21.7345717009828,9.43166430915529,0
"63358","Gspt1",35.3423458335571,27.603262002028,0,0,11.1908547525008,0,34.4002196790318,61.5812864861178,54.0177137706167,52.4593847516201
"533779","-",0,8.28097860060839,13.6130295500951,17.5262154012508,34.5051354868776,0,0,6.03738102805077,22.2930247307307,13.3938854684988
"178462","Nefm",109.034896720548,2.7603262002028,0,0,50.3588463862538,0,14.4843030227502,14.4897144673218,398.702173068838,8.92925697899917
"311196","Fam13c",11.2794720745395,18.4021746680186,0,0,0,0,0,0,18.0059045902056,6.69694273424938
"106827","-",42.1100290782808,9.20108733400932,9.07535303339672,0,3.73028491750028,24.600651519415,14.4843030227502,10.8672858504914,6.00196819673519,0
"359590","-",0,0,12.4786104209205,7.9664615460231,19.5839958168765,0,2.71580681676567,15.0934525701269,24.8652968150458,32.368556548872
"108089","Ece2",0,0,6.80651477504754,27.0859692564785,0,0,2.71580681676567,0,12.8613604215754,17.8585139579983
"405000","-",49.6296771279737,5.52065240040559,0,0,3.73028491750028,22.1405863674735,14.4843030227502,8.45233343927107,11.1465123653653,0
