"feature_id","gene_symbol","R2_1","R2_2","R2_3","R2_4","R2_5","ZT8_1","ZT8_2","ZT8_3","ZT8_4","ZT8_5"
"157795","-",353,3,0,3,0,110,159,4,0,0
"534198","-",168,0,0,0,0,32,63,4,0,0
"457865","-",115,0,0,0,0,24,40,4,0,0
"281697","LOC103691697",0,0,25,19,18,0,5,15,33,68
"359327","-",24,33,0,0,0,22,18,27,0,0
"535807","-",70,3,0,0,0,13,16,9,0,0
"112224","Mx2",153,69,0,0,0,0,3,18,4,55
"96935","Cd300e",211,8,0,10,3,76,54,16,9,0
"315919","Zfp523",34,64,3,0,0,0,3,17,42,26
"85211","Cyfip2",58,0,0,0,8,8,35,65,0,0
"373273","-",27,49,4,0,0,0,0,12,50,27
"133139","LOC102547127",149,33,6,3,7,109,87,36,5,4
"186870","-",13,27,0,0,0,0,0,11,36,17
"317873","-",39,5,0,0,4,13,27,5,3,0
"546917","-",39,0,0,0,3,19,27,9,3,0
"318931","Macroh2a2",21,25,0,0,8,0,7,17,42,31
"442563","-",17,10,0,0,0,0,0,6,17,15
"486370","LOC690617",28,19,0,0,18,20,20,36,11,0
"63358","Gspt1",47,30,0,0,12,0,38,102,63,47
"533779","-",0,9,12,11,37,0,0,10,26,12
"178462","Nefm",145,3,0,0,54,0,16,24,465,8
"311196","Fam13c",15,20,0,0,0,0,0,0,21,6
"106827","-",56,10,8,0,4,20,16,18,7,0
"359590","-",0,0,11,5,21,0,3,25,29,29
"108089","Ece2",0,0,6,17,0,0,3,0,15,16
"405000","-",66,6,0,0,4,18,16,14,13,0
"172193","-",194,3,0,11,17,24,67,32,0,0
"131543","-",0,16,14,10,37,3,3,38,46,73
"178465","Nefm",0,0,19,6,0,0,0,0,14,22
"298434","-",0,19,7,15,22,0,0,17,25,20
"268475","-",91,52,0,3,9,0,5,6,24,14
"191103","Pcdh9",64,43,0,0,12,10,43,59,38,0
"358743","-",45,80,6,0,0,3,11,32,65,55
"135666","Tnni1",31,0,0,0,0,15,27,15,14,0
"40470","LOC100362069",41,0,4,0,0,0,0,3,19,19
"456937","-",37,0,0,0,3,3,17,29,0,0
"561147","RGD1566100",0,33,18,10,16,0,3,32,46,37
"121306","Rimbp2",0,3,10,8,9,0,0,14,18,16
"415415","Zcchc17",54,0,0,0,5,8,25,19,7,0
"398221","Kdm5a",26,13,0,0,6,16,19,21,16,0
"102615","-",22,0,0,0,0,10,13,5,0,0
"151995","-",29,3,0,0,3,0,0,0,5,8
"523585","LOC102546766",26,26,3,0,4,8,5,28,0,0
"275266","Sptssb",24,0,0,0,0,0,0,5,11,10
"147800","-",38,12,0,0,0,0,13,8,17,21
"411561","-",8,26,0,0,0,0,0,8,17,22
"503805","Ntm",37,3,0,0,5,11,28,7,10,0
"559930","Ptges3l1",21,0,0,0,0,0,3,3,18,16
"287602","NEWGENE_1310139",499,34,16,10,22,199,205,63,43,14
"138565","Atp1b1",0,0,5,8,3,0,4,0,23,16
"67520","-",20,0,0,0,0,8,12,12,0,0
"454193","Rbks",0,9,15,10,9,0,0,19,10,13
"270602","-",10,32,0,0,6,0,0,29,43,24
"557766","Slc38a5",40,0,0,0,0,0,0,8,4,11
"371176","Vamp8",0,4,3,13,19,0,0,16,12,14
"536051","LOC689966",0,5,7,12,6,6,16,9,0,0
"494081","Oxr1",41,28,0,0,0,10,5,0,0,0
"96936","Cd300e",56,3,0,0,0,16,13,7,13,0
"70404","Zswim7",15,4,0,0,0,0,0,9,7,12
"234069","Reep5",21,5,0,0,0,0,5,10,17,15
"508378","RGD1305464",31,0,0,0,12,7,11,7,0,0
"465788","Slc24a4",11,8,0,0,0,13,6,7,0,0
"523349","-",36,8,5,0,10,11,22,30,5,0
"227929","Crem",14,9,0,0,3,11,7,5,0,0
"319615","-",397,0,47,0,115,0,200,0,0,164
"463211","Rbm25",14,12,0,0,14,14,7,18,0,0
"551684","Erbb4",0,0,3,8,11,12,13,16,3,0
"469101","Dgka",0,0,9,14,22,0,8,12,19,16
"178467","Nefm",117,0,3,0,55,10,74,27,60,0
"577411","-",0,5,16,8,5,0,0,32,5,18
"38323","RGD1564651",34,27,4,0,0,0,6,17,25,14
"111042","Grik1",7,25,0,0,0,0,0,7,29,13
"224215","Susd3",32,19,0,0,0,13,7,21,9,0
"298422","-",18,5,0,0,0,5,9,6,0,0
"222049","Acbd5",40,3,0,0,0,13,15,8,12,0
"333672","Acoxl",0,0,11,3,9,0,0,5,9,18
"39125","-",23,33,0,3,0,0,0,8,28,35
"62451","Fam160b1",30,6,0,0,6,14,13,18,15,0
"327657","-",0,10,16,9,17,0,0,29,7,13
"17379","Tlnrd1",0,0,12,4,8,20,14,41,19,0
"261596","Ca5a",15,8,0,0,0,0,0,8,7,9
"264527","Sv2c",18,51,0,0,3,0,7,10,24,13
"531085","Golga4",0,4,5,10,15,0,0,11,12,10
"253857","Wdr59",18,10,0,0,3,0,10,28,19,24
"282618","-",8,48,0,0,0,0,0,10,14,8
"71209","Vamp2",21,3,0,0,46,17,40,85,14,0
"339182","Pmepa1",16,6,0,0,0,7,6,4,0,0
"107498","Il1rap",33,24,0,0,19,8,20,25,13,0
"458773","-",35,6,0,3,0,21,15,17,4,0
"494885","-",26,5,3,0,0,23,65,8,0,5
"211159","-",52,63,5,0,5,3,6,28,72,29
"26948","Ostf1",22,12,0,0,6,5,4,18,0,0
"148936","Prrx1",27,25,10,0,8,0,0,26,65,30
"450798","Ahnak2",22,10,0,0,0,4,7,9,0,0
"571451","Il1rapl1",17,0,0,0,0,12,14,0,0,0
"561653","Slc7a3",38,9,13,0,7,15,11,17,0,0
"337732","Ptprt",10,5,0,0,0,13,10,5,0,0
"440706","Agbl5",16,35,0,0,10,0,5,20,28,13
"350228","LOC100363452",23,3,0,0,4,0,6,6,24,12
"198770","-",32,0,0,0,5,3,11,16,0,0
"373278","Mgll",29,25,11,0,11,0,0,35,29,19
"548479","LOC108351921",9,21,0,0,0,0,0,8,11,8
"572970","-",419,3,5,18,48,190,179,97,16,0
"244867","LOC108348790",22,3,0,0,0,4,8,6,0,0
"52694","Rbbp6",163,46,4,7,11,19,99,22,7,3
"395643","-",11,11,0,0,0,0,3,14,27,11
"190957","-",0,3,5,36,103,5,4,135,4,0
