"dataset_name","feature_id","gene_symbol","log2FoldChange","lfc_shrunk","Apeglm_L2FC","regulation_direction","stat","pvalue","padj","empirical_p","empirical_q","empirical_bh","lfdr","HBFSS","pi_valueE","hc_p_threshold_dataset","hbfss_threshold_dataset","resLA_padj","resGA_padj","weak_cnh_flag","strong_cnh_flag","standard_flag","hbfss_flag","final_class","weak_hbfss_overlap","strong_hbfss_overlap","standard_hbfss_overlap","any_overlap","baseMean.x","lfcSE","pval","padjc","qval","gene_empirical_pvalue","HBFSS_core_pass","raw_lfc_pass","shrunk_lfc_pass","padj_strong_effect","padj_weak_effect","effect_class","hc_pass","standard_significant","HBFSS_significant","display_weak_flag","display_standard_flag","display_strong_flag","display_hbfss_flag","R4_1","R4_2","R4_3","R4_4","R4_5","ZT10_1","ZT10_2","ZT10_3","ZT10_4","ZT10_5","dispGeneEst","dispFit","dispersion","dispIter","baseMean.y","dispOutlier","neglog10_padj","neglog10_empirical_p","neglog10_padjc"
"RT4_ZT10_NormEVS_raw_dataset","3192","LOC120098984",-2.19655831842697,-2.12873307530681,-2.12873307530681,"downregulated",-8.0508282440707,8.22356082172097e-16,5.8693609474828e-12,3.36841665671272e-13,2.37760979801633e-09,2.66593336295529e-09,7.88984029216493e-09,26.5507812204332,26.5507812204332,0.0223630001696145,1.65046993290979,1,0.0215851388700938,FALSE,TRUE,TRUE,TRUE,"Standard",FALSE,TRUE,TRUE,TRUE,237.287961467689,0.272836315946089,3.36841665671272e-13,2.66593336295529e-09,2.37760979801633e-09,3.36841665671272e-13,TRUE,TRUE,TRUE,0.0215851388700938,1,"strong_effect",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,95.4001981844866,67.19254867827,44.5386286749627,104.196040402215,112.167152981164,480.152168801325,425.394503206046,271.564715561348,434.534380795412,337.739277391655,0.0734288945757161,0.102439234876032,0.0829653068416864,9,237.287961467689,FALSE,11.2314091819024,12,8.57415071030944
"RT4_ZT10_NormEVS_raw_dataset","4512","RGD1560015",3.03209468741805,2.98399888831258,2.98399888831258,"upregulated",11.1467864971151,7.42392656663056e-29,1.05972839775368e-24,2.22044604925031e-16,2.24270616605029e-12,2.34316270090555e-12,2.24270616605029e-12,46.7102049653232,46.7102049653232,0.0223630001696145,1.65046993290979,1,9.69042438634124e-10,FALSE,TRUE,TRUE,TRUE,"Standard",FALSE,TRUE,TRUE,TRUE,368.09586247975,0.272015139807583,2.22044604925031e-16,2.34316270090555e-12,2.24270616605029e-12,2.22044604925031e-16,TRUE,TRUE,TRUE,9.69042438634124e-10,1,"strong_effect",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,934.108101654736,658.212721746319,540.21046392858,371.198393932891,776.04018632317,96.5523382915708,65.3628833641532,88.3559840103908,66.8514431992942,84.0661083463946,0.0745129869077009,0.0927037656893679,0.0799485940938076,9,368.09586247975,FALSE,12,12,11.6301975544879
"RT4_ZT10_NormEVS_raw_dataset","4760","Prkn",-2.91135061276452,-2.75752080155196,-2.75752080155196,"downregulated",-6.26259772379436,3.78616450102606e-10,4.15735424383819e-07,1.49585379638495e-08,1.6628606236401e-05,1.75391627725758e-05,9.56594603263565e-05,21.5779059488687,21.5779059488687,0.0223630001696145,1.65046993290979,1,0.0501983250859793,FALSE,TRUE,TRUE,TRUE,"Standard",FALSE,TRUE,TRUE,TRUE,31.2875047663613,0.464879071140561,1.49585379638495e-08,1.75391627725758e-05,1.6628606236401e-05,1.49585379638495e-08,TRUE,TRUE,TRUE,0.0501983250859793,1,"strong_effect",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,6.32987096958679,8.22765902182898,0,7.51413752900589,14.3469614278233,52.1904531305788,61.0767926517497,44.1779920051954,34.9450725814493,84.0661083463946,0.111491754877064,0.282816210125759,0.196499273085474,10,31.2875047663613,FALSE,6.38118296813524,7.82511085201043,4.7559911414106
"RT4_ZT10_NormEVS_raw_dataset","8525","Grik5",3.16827033633091,3.00009506201136,3.00009506201136,"upregulated",6.23491833027837,4.52013848487358e-10,4.77946050387614e-07,1.73024745642181e-08,1.87242139316051e-05,1.95629192769291e-05,0.000190875631837344,23.2864132026296,23.2864132026296,0.0223630001696145,1.65046993290979,1,0.0267061574548351,FALSE,TRUE,TRUE,TRUE,"Standard",FALSE,TRUE,TRUE,TRUE,101.813559212877,0.508149452567,1.73024745642181e-08,1.95629192769291e-05,1.87242139316051e-05,1.73024745642181e-08,TRUE,TRUE,TRUE,0.0267061574548351,1,"strong_effect",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,372.558119924251,138.956019035334,132.179156067631,64.1206402475169,207.378806093082,11.7428519543802,8.57218142480697,15.5922324724219,22.7902647270321,44.2453201823129,0.363123049702226,0.138892418997034,0.275251973302213,11,101.813559212877,FALSE,6.3206211229303,7.76189178052835,4.70856633711176
"RT4_ZT10_NormEVS_raw_dataset","18364","-",3.55255068021199,3.29781630901839,3.29781630901839,"upregulated",5.41015713061566,6.29694739859313e-08,2.8995411497167e-05,1.00149966697494e-06,0.0004729081819996,0.000503261531064961,0.00253303082599182,19.7847516048662,19.7847516048662,0.0223630001696145,1.65046993290979,1,0.086258227950932,FALSE,TRUE,TRUE,TRUE,"Standard",FALSE,TRUE,TRUE,TRUE,18.9444224028614,0.656644639784745,1.00149966697494e-06,0.000503261531064961,0.0004729081819996,1.00149966697494e-06,TRUE,TRUE,TRUE,0.086258227950932,1,"strong_effect",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,48.3782995532705,39.7670186055067,24.4244092733666,23.5442975908851,37.8238074006251,6.52380664132235,0,0,4.55805294540642,4.42453201823129,0.117908533498739,0.418188844513092,0.284275521659421,8,18.9444224028614,FALSE,4.53767072345031,5.99934919078475,3.29820626547953
"RT4_ZT10_NormEVS_raw_dataset","50175","Arap1",5.84907468031812,6.81756706602501,6.81756706602501,"upregulated",5.15864149220623,2.48748090336509e-07,8.55603521809276e-05,3.10200796604931e-06,0.00109271460858145,0.00116908771653797,0.00459957567922035,37.5535938931414,37.5535938931414,0.0223630001696145,1.65046993290979,NA,0.0267061574548351,FALSE,TRUE,TRUE,TRUE,"Standard",FALSE,TRUE,TRUE,TRUE,7.10077190660488,1.1338401184023,3.10200796604931e-06,0.00116908771653797,0.00109271460858145,3.10200796604931e-06,TRUE,TRUE,TRUE,0.0267061574548351,NA,"strong_effect",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,18.0853456273908,9.14184335758776,20.1142194015961,8.01508003093961,15.6512306485345,0,0,0,0,0,0.131659454978036,0.990534252712357,0.515455403859952,9,7.10077190660488,FALSE,4.06772743646705,5.50835709123975,2.93215290254282
"RT4_ZT10_NormEVS_raw_dataset","52694","Rbbp6",-3.4473490390568,-3.30650416931114,-3.30650416931114,"downregulated",-7.0585948140432,1.68194717848629e-12,3.201193999907e-09,1.75130132618051e-10,3.31660919336723e-07,3.46516858651391e-07,3.5685166780565e-06,32.2603679401673,32.2603679401673,0.0223630001696145,1.65046993290979,1,0.00187633709733358,FALSE,TRUE,TRUE,TRUE,"Standard",FALSE,TRUE,TRUE,TRUE,25.348161838476,0.488390271700855,1.75130132618051e-10,3.46516858651391e-07,3.31660919336723e-07,1.75130132618051e-10,TRUE,TRUE,TRUE,0.00187633709733358,1,"strong_effect",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4.97347004753248,4.57092167879388,5.74691982902745,5.00942501933726,0,53.4952144588433,46.0754751583375,31.1844649448438,72.9288471265028,29.496880121542,0.0915217422266783,0.331499570999557,0.18765367304682,8,25.348161838476,FALSE,8.49468800578836,9.75663912345473,6.46027563135185
"RT4_ZT10_NormEVS_raw_dataset","57848","LOC102554959",-5.89700215334861,-7.000968446015,-7.000968446015,"downregulated",-4.67451817174623,2.94644547644265e-06,0.000546221246149098,2.37618406013773e-05,0.0045688384015737,0.0048508572234075,0.0141263928596653,32.3733176628947,32.3733176628947,0.0223630001696145,1.65046993290979,NA,0.086258227950932,FALSE,TRUE,TRUE,TRUE,"Standard",FALSE,TRUE,TRUE,TRUE,3.95025973033969,1.26152085342,2.37618406013773e-05,0.0048508572234075,0.0045688384015737,2.37618406013773e-05,TRUE,TRUE,TRUE,0.086258227950932,NA,"strong_effect",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,3.91428398479341,8.57218142480697,9.09546894224612,7.59675490901071,10.3239080425397,1e-08,1.72067989821951,0.827264077054883,7,3.95025973033969,FALSE,3.26263141128918,4.62411992176907,2.31418150789276
"RT4_ZT10_NormEVS_raw_dataset","77047","Krt222",-2.15222484961223,-2.07034685012488,-2.07034685012488,"downregulated",-7.26645871799193,3.69033923440746e-13,1.05355494803099e-09,5.04394304101652e-11,1.38941151811041e-07,1.45164680720455e-07,7.55644407893223e-07,21.3188373360243,21.3188373360243,0.0223630001696145,1.65046993290979,1,0.086258227950932,FALSE,TRUE,TRUE,TRUE,"Standard",FALSE,TRUE,TRUE,TRUE,178.615854794691,0.296186207496545,5.04394304101652e-11,1.45164680720455e-07,1.38941151811041e-07,5.04394304101652e-11,TRUE,TRUE,TRUE,0.086258227950932,1,"strong_effect",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,65.5593778992917,54.3939679776472,44.5386286749627,92.6743628577393,69.1262686976942,330.104616050911,313.956144683555,167.616499078536,226.383296288519,421.80538573805,0.09037532708777,0.111438261183704,0.0969699223399156,9,178.615854794691,FALSE,8.97734280888898,10.2972298263638,6.83813903676322
"RT4_ZT10_NormEVS_raw_dataset","77571","Aarsd1",2.23691696701206,2.15455771489553,2.15455771489553,"upregulated",7.33535148103313,2.21140350672408e-13,7.79034115645223e-10,3.31350502591476e-11,1.03724991583679e-07,1.14324079758532e-07,2.81560545616784e-07,22.5791451287749,22.5791451287749,0.0223630001696145,1.65046993290979,1,0.0550251800156518,FALSE,TRUE,TRUE,TRUE,"Standard",FALSE,TRUE,TRUE,TRUE,207.69115811292,0.304950208970355,3.31350502591476e-11,1.14324079758532e-07,1.03724991583679e-07,3.31350502591476e-11,TRUE,TRUE,TRUE,0.0550251800156518,1,"strong_effect",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,426.814156806424,383.043236682927,298.839831109427,288.542881113826,314.328882191402,41.752362504463,56.7907019393462,51.9741082414064,83.5643039991178,131.261116540862,0.0985337216867172,0.106343242386619,0.101341139626967,7,207.69115811292,FALSE,9.10844352318489,10.4797123663358,6.94186228574785
