"Comparison","Analysis","PAS","Gene","Direction","Apeglm_LFC","Std_p","Std_BH","Strong_p","Strong_BH","Weak_p","Weak_BH","EmpP","HBFSS","HCp","Htau","Std","Strong","Weak","HBFSS_sig","Ovlp","Support"
"RT4_ZT10","Original (No EVS)","340122","Rnf208","upregulated",3.8673886186976,1.4165077310673e-29,4.04398792142405e-25,3.57885293366012e-17,8.68337087293954e-13,1,1,2.22044604925031e-16,60.5383989141084,0.0223630001696145,1.65046993290979,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","Original (No EVS)","270331","LOC100360846","upregulated",3.28188987070442,8.76242951600887e-20,8.33862000841791e-16,1.59360378820613e-10,9.66640217831131e-07,0.99999999992032,1,2.22044604925031e-16,51.3732592644864,0.0223630001696145,1.65046993290979,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","Original (No EVS)","4512","RGD1560015","upregulated",2.98399888831258,7.42392656663056e-29,1.05972839775368e-24,7.98782045611939e-14,9.69042438634124e-10,0.99999999999996,1,2.22044604925031e-16,46.7102049653232,0.0223630001696145,1.65046993290979,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","Original (No EVS)","3192","LOC120098984","downregulated",-2.12873307530681,8.22356082172097e-16,5.8693609474828e-12,1.15652147430746e-05,0.0215851388700938,0.999994217392629,1,3.36841665671272e-13,26.5507812204332,0.0223630001696145,1.65046993290979,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","Original (No EVS)","309984","Cstb","downregulated",-1.5847700504774,1.56542118458099e-15,8.93824187972055e-12,0.00197121113031879,0.390739048108271,0.999014394434841,1,5.71098723867181e-13,19.4027974258687,0.0223630001696145,1.65046993290979,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT4_ZT10","Original (No EVS)","281697","LOC103691697","upregulated",5.52491538067253,2.29447307755726e-15,1.09174853151970e-11,6.36900732439272e-11,5.15104082372468e-07,0.999999999968155,1,7.81374964731185e-13,66.89092680691,0.0223630001696145,1.65046993290979,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","Original (No EVS)","348412","Alkbh3","downregulated",-2.86583174018363,4.0526606886153e-14,1.6528487142754e-10,5.24528821632236e-07,0.00187633709733358,0.999999737735589,1,8.23563439666941e-12,31.7657471866972,0.0223630001696145,1.65046993290979,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","Original (No EVS)","77571","Aarsd1","upregulated",2.15455771489553,2.21140350672408e-13,7.79034115645223e-10,4.98930041769089e-05,0.0550251800156518,0.999975053497911,1,3.31350502591476e-11,22.5791451287749,0.0223630001696145,1.65046993290979,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","Original (No EVS)","92652","Septin4","upregulated",3.48968215560202,2.45588533426986e-13,7.79034115645223e-10,1.13817392510656e-07,0.000552310278897211,0.999999943091304,1,3.61122243219825e-11,36.4404676630665,0.0223630001696145,1.65046993290979,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","Original (No EVS)","77047","Krt222","downregulated",-2.07034685012488,3.69033923440746e-13,1.05355494803099e-09,0.00010015987261297,0.086258227950932,0.999949920063694,1,5.04394304101652e-11,21.3188373360243,0.0223630001696145,1.65046993290979,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","Original (No EVS)","150946","-","downregulated",-2.44328129244116,7.61858949355793e-13,1.97730101319623e-09,1.35566229023346e-05,0.0220168682940234,0.999993221688549,1,9.14321951483998e-11,24.5278586516734,0.0223630001696145,1.65046993290979,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","Original (No EVS)","486755","Gamt","upregulated",1.42761464020646,1.33234315407318e-12,2.9575361565375e-09,0.0207933460294537,1,0.989603326985273,0.99948215197933,1.44646516986313e-10,14.047288382129,0.0223630001696145,1.65046993290979,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
