"feature_id","gene_symbol","R4_1","R4_2","R4_3","R4_4","R4_5","ZT10_1","ZT10_2","ZT10_3","ZT10_4","ZT10_5"
"73573","Psmd11",26,54,54,121,0,18,52,35,0,0
"39594","Snrpd2",71,32,52,52,0,0,3,19,5,58
"523782","Anp32a",38,65,12,65,0,0,3,5,82,22
"2591","LOC120098884",10,68,17,103,0,12,52,15,0,0
"299528","Fbxw7",16,148,0,64,130,143,11,14,8,0
"93859","Calcoco2",53,43,10,89,0,9,25,29,0,0
"539047","-",39,44,18,21,0,7,23,20,0,0
"329429","Mdk",0,502,195,917,991,381,3,312,53,0
"205134","Ccdc124",8,3,37,38,210,10,3,0,91,57
"549534","Tmem258b",24,19,18,22,0,0,0,13,7,27
"286858","Arsb",7,31,23,33,0,14,46,24,0,0
"12092","Nell1",32,29,11,34,0,0,7,10,10,48
"120304","Ywhag",13,20,17,35,0,38,67,70,23,0
"352228","Eid1",25,46,20,18,0,0,0,0,4,12
"89919","Cluh",20,91,18,16,0,0,0,0,5,11
"436651","Kazn",9,23,11,47,0,33,85,14,7,0
"351465","Tubgcp4",28,38,18,49,0,0,5,21,8,32
"539062","Pard3b",22,15,18,41,0,3,29,14,0,0
"270943","LOC682402",52,39,40,55,0,0,14,20,8,48
"451497","Nrxn1",17,17,9,54,0,6,20,13,0,0
"127016","-",33,23,19,12,0,0,4,10,4,39
"344356","Pkp4",9,22,11,28,0,13,30,26,0,0
"532202","Chaf1a",73,12,7,4,0,0,0,20,11,20
"327942","-",17,36,5,29,0,12,21,12,0,0
"158927","Jakmip1",22,19,14,20,0,0,0,0,7,8
"87131","Mrpl22",36,11,17,20,0,0,0,13,3,13
"242903","Ube2d2",25,13,13,16,0,0,0,4,4,14
"375430","-",36,21,10,10,0,10,12,5,0,0
"172638","Commd1",21,0,16,23,0,0,0,0,8,23
"120212","Ift22",25,26,10,11,0,8,16,4,0,0
"315590","Slc39a7",5,13,0,0,35,29,7,0,3,0
"556427","Ppidl1",32,40,15,27,0,7,8,6,0,0
"100329","-",10,18,8,31,0,13,21,10,0,0
"578621","Eif2s3y",17,0,0,18,42,3,0,11,22,14
"537577","Tmeff2",56,41,16,40,0,20,15,12,8,0
"130764","Gatc",21,34,19,38,0,0,0,3,7,6
"56183","-",36,18,9,8,0,0,0,12,6,12
"287468","Smn1",49,24,29,47,0,3,0,16,8,20
"203694","Rft1",38,30,5,20,0,8,11,4,0,0
"35860","-",7,13,8,36,0,36,98,21,0,0
"212124","Arhgef10",16,18,3,40,0,20,49,13,0,0
"460757","-",56,52,62,31,0,0,3,33,3,24
"2569","-",25,17,8,38,0,0,7,4,25,16
"391945","-",21,21,10,13,0,0,0,10,0,32
"118725","-",0,6,0,14,13,31,8,0,0,0
"235190","Lars1",74,63,22,35,0,0,8,9,9,22
"216038","Tmem170b",19,15,9,10,0,0,0,4,3,19
